program,name,import,rows,cols,nonZeros,size,chol,chol_size,sol_time,err
Python,parabolic_fem.mtx,3847.4316719999997,525825,525825,3674625,46198804,14245.683054000001,505652608,115.04557199999965,1.2186342978855653e-12
Python,G3_circuit.mtx,7367.732231000002,1585478,1585478,7660826,98271828,51927.636397,1323715140,325.2457119999974,2.741966359964529e-12
Python,cfd2.mtx,2613.502457999999,123440,123440,3087898,37548540,18393.855349999994,455155020,85.25288899998884,3.79734620529076e-13
Python,ex15.mtx,296.71431399999904,6867,6867,98671,1211524,39.35092700000098,3445756,9.258803000008697,6.373039892025257e-07
Python,apache2.mtx,4493.537941999989,715176,715176,4817870,60675148,94539.71452000001,1694291848,332.30581399999437,2.6439542358305498e-11
Python,shallow_water1.mtx,488.78533399999924,81920,81920,327680,4259844,1358.3908210000004,39794652,11.037674999982983,2.4191432592763325e-16
Python,cfd1.mtx,1716.8526030000066,70656,70656,1828364,22222996,8376.20346600002,241522768,47.652287000005344,2.4936662481657558e-14
