program,name,import,rows,cols,nonZeros,size,chol,chol_size,sol_time,err
R,cfd2.mtx,47384.752035141,123440,123440,3085406,37519792,19184.7760677338,531015000,364.982843399048,1.27750318052995e-12
R,ex15.mtx,226.416826248169,6867,6867,98671,1212680,16.9980525970459,2129256,1.99413299560547,7.29857347675095e-07
